@relation dataset-bow-valence-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute valence numeric

@data
'really found difficult sometimes person god wants become . shame people supportive ones try best tear . changed make people feel better never . always remember dealing god , obedience better sacrifice ! ! !   ',4
'wind evolution blowing hard.man must adapt inevitable change adjust unnecessary desires',5
hi,5
'played till left , nobody left hear complaining  gone . hearing damn echoes , gone alone hearin damn echoes . disgusted trust , ill trust one . went flo , found floor .',2.5
'mother earth .. black symphony album epic .. x.x german tutorial food festival ? blech ..  dies inside ',5.5
' work laughing',6
'offically hate brother .. spartacus blood sand . incrediable',4.5
'got learners permit thursday . ha forgot post x  totally sweet . wait mom puts insurence drive around tulsa !',6.5
'life never better ! ! ! ! ! ! !',8
'lost damn phone ..',4
'easy  obtain , hard  maintain , , , , , smh',3
'jlweagfnakwelakhyjihjiyowhjjyhujyjioagkdavbnjhn hq everyone obsessed much wood woodchuck could chuck ?  color ',5
'high time added ppl want , friend list .',5
'motogp rest peace tomizawa  .. frown , sad , angry pouting',4
'alright long day school ! ! time run jum hurdle climb ! ! goddamn love parkour ! !',7.5
'found worst news ever whatever',2.5
'glad see everyone finding families.  ',5.5
'love gigantic unspoken.love blind blind',5.5
'supergirl , supergirls cry .. ? supergirl ? ?',4.5
'interesting glee evening !',6
'fam  friends , thank birthday shout outs ! ! ! ! luv ya ! ! ! ! !',7
'band played waltzing matilda ..',5
'want run , run know , , run ..',5
'help ! ! trapped conference call never end ! rounding hour  .',4
'new music',5
'go movie wit charolatte lol',6
'third crossroad must difficult .. hold memories let go start anew ?',4.5
'bad miss day . reason .. nothing triggered .. kids driving crazy . miss laugh ',3
'good bye grandma .. hope reach better place .. love .. crying',2.5
'want thank wonderful friends family birthday wishes . yall best ! ! ! ! !',7
misses,4.5
'grr , school starts monday .. definitely looking forward .',3.5
'want  thank everyone  wishingme happy bday .. luv guys',7
'true friend care broke , house mess , past , family filled crazies .. love . true friend go long periods time without speaking never question friendship .',5.5
'willing admit may always right',5
'need insects bye yeat',4.5
'god game playing well , must get acquainted lonely .. one holy',5
'ohyerh laughing',5.5
'said wouldt easy .. one told would hard ..',3.5
'past two days door shop frozen closed . got unstuck . tho lots upcoming show , looking forward working freezing frikin cold ! !',4
'really looking forward children music compition mauldin . excited . kids working hard great job . preformance going exstreme . wait see .',6.5
'peace picture minds eye world without conflict , world without war . picture us attacking , would never e cheeky , playful ect ! ',4
'definitely absolutely doubting certainty',4.5
'interesting video man butter fingers .',5
'many blessings hot monday !',6.5
'nursery practice whoot .',5.5
'need get way put .. easier said done skeptical , annoyed , undecided , uneasy hesitant',4
'cmon arsenal ! ! never .. show wat made ..',6
'hate way smile . plastic ! stupid yet pathetic . char !',2
'dare take chances. , ',7
'ah nice back sheptown  back grind tomorrow . also seen sherlock holmes awesome ! ! ! !',6.5
thank,5.5
'day could possibly get worse ! skeptical , annoyed , undecided , uneasy hesitant',2.5
' , man , iv toltal  hours , way high way tierd , talk meh , ..',4
'real pirate wenches suck cck like gunna cum rum !',4
'ready delicious christmas cookies la lexi !',6
'cuddling lukas bed fluffly ! ! ! ..',5.5
'love life',7
'well final decision ..   judge got pissed told us hed enough ..',3
'going biltmore tomorrow ! yeah !',6.5
'back way things suppose',5.5
'well orlando come good tomorrow starts new fun filled week work',4
'excited see grown latest adam sandler flick dvd tomorow !',6
'ca find wat lookin',4
'want hair grow faster !',5
'bye bye wisdom teeth ! !',5
'hey yall . going tennis camp tommorow .',5
'less month go .. yahoo ! ! !',6.5
'definatly go see inception ya havent',5
'sitting next , watching smile , talk , laugh , kiss , hug makes feels stronger warmth . half life belongs . finally , meet .. long missing view .. ready take next level .. may take lots consequences sake love trying , try . drug , personal brand heroin .',7.5
'adpoted solider james asked program mom told move room ! lets say james like idea ..',4.5
'netflix movies arrived today  fool gold   definitely ',5
' watching csi miami  fav show ',6
hate,3
'thanks wonderful birthday wishes ! great day precious gift ever ! !',7.5
'going get husband going get husband ! ! ! ! love fridays sure hate sunday nights frown , sad , angry pouting',5.5
'good morning fb great day !',7
'seem escape neonatal vehicle',4.5
'thank birthday wishes ! happy',6.5
crying,2.5
'insomnia .. tired sleep .. head aches .. feel beat ..',3.5
'beautiful night outside . clear sky big , bright full moon amazing warm windy . ca remember last time february !',7
'watchin catch predator .. sick people world',3.5
'last , sun beginning set later .  yesterday   today .',5
'love life',7.5
'made observation  senior person , smartly dressed day , interestingly , casually dressed evening .',5
'fake       perfect     perky  wink smirk  wink smirk cold       even grandma .. big     small  .   .  save ! repost breast cancer awareness !',6
'need thnk frown , sad , angry pouting',4
'tell whenever someone enters server , even minecraft looking software . lag spike slows music .',5
'holiday world going beast',5
'aloud touch cats kittens yet crying',3.5
'wooo passed road test !',6.5
'got back livesablaze',5
'thanks birthday wishes',5.5
'today national coming day . coming lesbian , gay , bisexual transgender equality  five states plus dc recognize love , gender , matters marriage . donate status join clicking ',6
'great birthday friends lots fun wish never would ended .',7
'backpack got stolen , pe teacha hates . yeaa  isnt going good ',3
'got spirt , yes , got spirt bout .. think vomit next time hear .',3.5
'cut candys hair lol .. like  cm ! ! ! !',5.5
'last night sweetheart kaitlyn fun lol . best girl world , ',7
'gun owner believe right keep bear arms . one facebooker challenged gun owners put wall . supreme court united states affirmed right keep bear arms fundamental right individual . believe amendment afraid show , repost .    aim well , live free',6
'yummy brisket birthday alll right',6
'looking job right .',4.5
'quite exhausted many things wishes could see hug  soon hopefully  get away country well couple drinks ! ! !',4.5
'get nothin done said today .. still got jr ! ! ! ! ! ..  bullshit ! ! ! ! !  least different marrow ! ! ! !  hope ! ! ! ! ! ',4.5
'back ! moment soon',5
'senior night ! ! ! ! ',5.5
'catch ! want trade bullbasaur weezing ? .. well answer foo .',5
'yey got miss swim practice afternoon doctors appointment ! ! ! happy',6.5
'really enjoyed district  plaza cinema cafe',6.5
'ok , shout receny friend mine left everything new help sick sister family , .. sister died yesterday . warriors want take swords twould good battle . want fathers pressence felt know times difficult choices three children spouse',4.5
'jan.  years married ! ! ! hubby gets perfect  giving flowers , imported chocolate , stuffed animal .  ',6.5
'made color guard gmc ! super excited ! lol',6.5
'takes courage honesty see really , way become kind people want .',5
'want girlfriend right cuddle',5.5
'keeping pretty good , man got lot happy birthdays thank .. nice noticed guys',6.5
'love night time comes . love .',7
'wants go chow yang pasar mlm tonite fetch one leh ? ?',5
' , itss since painted nails black ',6
'wtf ! ? dog side let  howls sounded like air raid siren .. bit lower frequency .. freaking eerie sounding ..',4.5
'.. boom goes dynamite .',5
'noob ! take shit ! ! frown , sad , angry pouting',3
'going build igloo snowman happy hahaha yes still children heart !',6.5
'great weekend hope everyone else well happy',7
'happy , got new friends , lifes getting smoother .',8
'english coursework frown , sad , angry pouting',4
'ready walk work , always much happier people cars .. aggressive happy',6
'despise somebody makes something make look bad ?',3
'finally beat chris monopoly .. took  years ! however lost mel ! ! ! argh ! ! !',6
yes,5.5
'split toenail open flip turn hurts ! frown , sad , angry pouting',3.5
'rain rain go away',4
'working sunday nite ? ? ? frown , sad , angry pouting',3.5
'trust takes year build seconds destroy',4.5
'thank wonderful bday wishes . absolutely wonderful day great dinner alone hubby really enjoyed days week . could go back work day week real quick ! wishing wonderful friends family happy safe christmas . congrats new little love shares birthday ,  . ca wait meet ! ! xoxo',8.5
'snow cold weather great .. want go skool summer',4.5
'guess wt ? changed perofile picture ! .. . whoo ! big shocker dd c dat  comin  . bt mabe picture better kristen photos .. atleast think .',5.5
'right wish someone dream little dream .',4
'thanks love guys . awesome birthday .  years wise ! love yall ! ! ! !',8
'love never dies natural death . dies know replenish source . dies blindness errors betrayals . dies illness wounds , dies weariness',3
'run fork car , coz ninja ! ! lol',5
'nmcmll hard stoof ..',4.5
'man knew drawing could fun .. tireing time life good though',6
'.. feel emo inside stirring .. must .. resist .. emo urges ..',5
'embark journey revenge , dig two graves .',4
'according urbandictionary.com   . person uses services prostitute . extremely confusing guy . shows feelings sometimes , might randomly stop talking time . flirtatious . manwhore . lead . hilarious . full charisma . love . boys jealous . girls jealous girl flirting',5
'capricorn journey selfimprovement ends almost starts find kind waffle stuffed cheese booze .',5
'best thing ..',6.5
'excited see friends family florence  rest time raleighmiddleof nowwhereville fun !',6.5
'wants .. .',3.5
'stupid washin machine ! ! ! !',3.5
'guy got ta get girl town wan na alone sun goes sweet little something put arms around guy got ta get girl town',5
'pretty awesome whole driveway skating rink  ',6
'went hospital hours , stopped contractions . still know good bad , lol .   weeks , still little early .. guess wait happy besides , want share birthday anyone ! !',6
'ik dumb got ta love .. got ta love right ? xd',5.5
'love mom . want go hurts see live pain .',2.5
'cousin house',5
'chouiefat people thinks mr. teaches better football school wrong yesterday  boys ',5
'sad .. sad ..',3
'sure bad parenting  overcare  think aidan dickie adorable ! love round bellies toddlers ! ! ! lol !   ',6.5
'went beautiful wedding today happy friends getting married .',6.5
'much mah happy ending ! ! !',4
' years old still understand lot things , cool .',7
'ready wach game ! go bears !',6
'loved aisha ! ! ! soooo like delhi ..',6.5
'blew christmas prezzie  ',3.5
'happy birthday wishes tomorrow goes , bro . heve fab day guys .',6
'good time nite . good see skateworlders min since saw ! !',6.5
'got back dew tour ! got chill ryan sheckler bunch pro skaters',6
'says remember good old days back  hundreds ? neighborhood rowdies used romp around yard kicking old piece rope . times may changed old man tran',5.5
'thanks birthday love ! ! ! ! !',6.5
'enjoying last day leave frown , sad , angry pouting .. working new song get back morrow sort project awards , photo competition bridge building writing new article ce magazine ..',4.5
'st.maarten phone service island ! ! ! ! ! ! fun happy',6
'like moms bed',5
'thanks birthday wishes .. xxxxx',6.5
' day nascar fans remember r.i.p . miss .',4
'need massage ..',5
'went juniper last night good time jeep . got rained soaked got home',6
'going long day tomorrow ..',5
'wedsite asks mind . nothing mind , . silly website',5
'yr ever end . lord knows . hopefully something happed good us . lets keep smiles uplifting spirits maybe turn best',6
'feels happy ! would care died right happy',7
'happy , got truck earlier afternoon , taking driving test morning . finally  june . happy',6.5
'get road back ocala , thank god giving strength ..  days week traveling back forth crazzzzzy ! alll fb friends want see yall church tommorow especially trina , need .',5
'end go away ! ! worth tears',2.5
'great day training today looking forward next busy night friday ! ! ! ok nothing really cool planned still .',6.5
'say feel mind matter matter mind .  dr. seuss',6
'go karting blast ! ! ! ! ! rocking sunday .. happy   ',7.5
'might pretty sexy , perfect body beautiful .. might anyones choice either .. .. ! pretend somebody else .. copy post profile live life proud',6.5
'weak never forgive . forgiveness attribute strong ..   ',5
'takes  secs food pass mouth stomach . human hair hold  kg . length penis  times length thumb . femur hard concrete . woman heart beats faster man . women blink twice much men . use  muscles keep balance stand . woman read entire text . man still looking thumb . repost made smile !',5.5
'cus thought win , knew lose , honey , flyer altitude cruise ,',5
'important life crush enemies , see driven hearing lamentations women .',3.5
'crisis ! run marmite ! ! ! ! frown , sad , angry pouting',4.5
'alcohol one drink',3.5
'world mouhamed ali mido ? ? ? ? ? ? kinda creepy',4
'best part kites  trailer  hate luv storys  .. want money back frown , sad , angry pouting',4
'good game guys ! finally one goal put us semis happy',6.5
'must mad ta get .  morning day go fishing , , , ,',5
'damn hot ! ! !',4.5
'oh goodness ! ! ! ! love boyfriend ! ! ! nice , wonderful , thoughtful ! ! ! sad , always cheers right ! ! ! ! felt happy soooo long ! ! ! ! !',8
'theres whip theres way',5
'want grow old . want stay way right forever',5
'thanks everyone bday wishes . coffee !',5.5
'hard understand one hurt one trusted .. huhuhuhu .. sori ! ! ! ! ! ! !',3
'bad trip ..',4
'lmao , birthday roffl',5
'siss bday coming ! ! get ? .. oh ik ! bout apair jordans ? ! wait thats want ..',5
'bored ! nuthinz mind',4
'wow , , jackass . seriously ? doubt evolution mock proven facts missing links leading humanity . sir asshole . last time checked , actually seen god  kickin around neighborhood lately . guess fiction , sorry bible , important nonfiction days ..',3
'google wo search chuck norris knows find chuck norris , finds .',5
love,6.5
'thinks might slightly addicted farmville . wonder  step program .',5
'friends angels lift us feet wings trouble remembering fly .. ! ! love love',7.5
'friends restaurant city .. please please gift friend donny chan please ..',5
'careful fall , may help bills .',4
'thanks birthday wishesmay blessing also p',6.5
' years old ..',5
'drinking australian try helps sleepless',5
'porto gon na get gunned arsenal night',5
'see ny giants tonight ! sure preseason defense going nasty year . good luck everyone else',6
'hate going basketball games . gay .',3
'wow today crazy maybe beer music sooth jangled nerves happy',6
sleepy,5
'ike thank everybody came wedding shattered greatday yesterday family friends .',6.5
'thanks birthday wishes .. love guys ! ! !',7
'bejeweled blitz ! ! happy',6.5
'comes weekend .. plans frown , sad , angry pouting',3.5
'roof ! roof ! roof walmart fire ! .. hahahaha',5
'merry christmas peeps',5.5
'think allergic house .. major asthma issues',4
'loving life ! ready fresh start warm weather georgia lackland  hopefully  go push flights one closest friends ! life could get better , car would made chocolate !',8
'say feel mind matter matter mind !',6
'baking cookies ! !   love',7
'ugly uniforms ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! look bad play .',3
'guy says hott lookin bodyy.when guy says pretty lookin face.when guy says beautiful lookin heart .',6
'knew mind , begging safety room jacket makes hug ! ! !',4
raining,5
'swim meet today , make back finals sucked going movie movies thats good guess . happy',6
'midnight motion lyrics page complete',5
'playing mac book .',5.5
'lover fighter .. fighter get ideas',5
'eyelids .. fight .. gravity',4.5
'nice day maybe something .. nah',5
'oh god , think going die computer . frown , sad , angry pouting',4
'consumed anger .',3
'good sleep eyes closed',5
'check new profile .. give buzz .. happy',6
'today maha shivratri trust pray blessings shower like rain .. om namashivaya',6
'well better go . bye',5
'dang cornsuckers .. dang ! ! !',4
'.. look like .. lol ..',5
'father told , always dying',3.5
'liver , bacon , onions mash gravy mmmm',6
'palm coast , florida happy',6
'.. moonwalkn water , wit bricks tied around kicks .',5
'yet done ape .. lunch dadi jay pepper lunch , edsa shangrila',5
'finally finished project ! ! ! . . . still got tutor homework   ',4.5
'goodnight .',5
' insert witty , funny , andor bitching job status message ',5
'merry christmas !',6.5
'rather sad , , , leaving soon ! frown , sad , angry pouting',3.5
'? ?',5
hungover,4
'fight tomorow yall needa go good fight',5
'week went slow skeptical , annoyed , undecided , uneasy hesitant finnaly friday tomorrow whoop whoop come knotts ! laughing',6.5
'thinks avatar rox',5.5
'sweet boy vet today blood drawn check medication levels . seizure late sunday night see medication needs increased . poor guy , least excited go vet ! ! ! happy',6
'life handed fare share lemons . decided make grape juice , stand back watch everyone wonder hell .. happy c',6.5
'excited .. getting hibachi later ! ! !',6.5
'thinks weird facebook deleted half wall ..',4.5
'well scouts went okay maybe   boys showed . weather awful . dodged less  downed trees way home . proud mark picked knot tying really quick . adults scratching heads mark picked snap . tonight square knot bolan  spelling ?  knot . awesome !',6
'feels like woke different apartment ..',5
'drowning work  ',3.5
'ready get done today movement sides recognize better us act talk . better us choose action inaction  future past . courage faith , believe meet responsibilities people , planet.the president',5.5
'.. , friends make person lived .. love make something special .. important .. one causes pain .. sometimes .. cause .. tt',4
'lost lbs need lose ',5.5
'ohhh , bored .. someone see hang ..',4.5
'say world end fire , say ice . tasted desire hold favor fire . perish twice , think know enough hate know destruction ice also great would suffice .',4.5
'whats going today ?  already bored . hit',4.5
'thanks bday wishes',5.5
'dread free',5.5
'wow ! first day scol',5
'criticize someone , walk mile shoes . way , criticize , mile away shoes .',5
'nite nite sweet fb nite owls !',6
'wish merry cristhmas happy new year',5.5
'got elkins high school late , set middle school already , played good concert , waited around half hour , played another one , went walmart , got free food , went back , packed , went home , looonnnggggg day ! ! ! ! ! laughing',6.5
'needs pair nice heelsboots .. hmm',5
'merry christmas good night !',6
'wanting go whitewater rafting summer colorado ! wants join fun ?',6
'missing girls ! ! ! !',4
'giving nostalgia',5
'quite heavy bit mind days . due time , come together . meantime , yes folks .. miss king living like dying . mother recently told whatever makes happy , today tomorrow may come .',5.5
'ca wait kick ass kickboxing tonight !',6
'getting ready go real world cut trees .. someone please ask someone charge pay heat bill ? little chilly ! ! ! !',4.5
'goal number  , graduate school get job  check done . goal number  , become fluent spanish star spanish soap opera  progress',5
'watching lost boys mopey ..',4.5
'listening judas priest , drinking jameson whiskey , updating facebook .',5
'fun spending time sister beautiful neice last night ! bet jessie going withdrawals though , since found phone van getting back home dropping alyssa  house ..',6.5
'jst want bed',5
'thank birthday wishes ! ! !',6
'please hold , status messages important .',5
'funny feels like one thats fighting fix things ive given everything done everything asked questions arguements still reminded everything still making difference',3.5
'happy matthew kings leon wave hi friday nite concert .. yeey love much .. hehe happy',6.5
'excited weather week . ready winter !',6
'hehehehahaha lol . got new carrr ! ! ! excited ! !',6.5
'people change guess .. things could .. others .. happy mean ca little hurt left behind .. forgotten frown , sad , angry pouting',3
wow,5
'live today',5
'blast suns game ! thank !',7
'idea fun .. killing everyone !   ',3.5
'got aftercare call tattoo artist . awww , even asked car , kind ! tattoo fine , car still sick dr .  deep breath  favor lord ? favor',5.5
'boooooooooooooooooooooooored , faaaaaack',4
'gudnyt guys .. gudmurning na rin ..',5
'kicking boogie call duty ! yikes !',4.5
'thank birthday wishes ! love love',7.5
'scored  mega jump ! ! ! beat !',5.5
'hate living society torturing one animal cruelty , torturing many animals science .',3
'heard blues bay house .. ton laundry . dump run .. went moms stacked wood . helping fold baskets cloth .',5
'thanks everyone birthday greetings',5.5
'stomach making rumblies hand would satisfy',5
'better best .. lucky linger life .. cooler flip side pillow thats right ..',7
'trevwo go bed',4.5
'one week till move jersey ! bitter sweet',5.5
'add later .',5
'fast time passe cheeky , playful       ',3.5
'oh tirrred .. behave ? behave ..',5
'thanks birthday wishesssssss',6
'totally psyched ! registered wedding planners institute canadas june  ,  course !',6
'huhuuh frown , sad , angry pouting skool holidays ending soon ! soon !',3.5
'makaboring ! ! ! ! work naman',5
ya,5
'wants thank buddies birthday wishes . thank .',6
', anthropologist',5
'fell asleep way early dude !',5
'tombstone head graveyard mind ,  mind dying',3.5
'want positive news fb everybody cheer',5.5
'many nights days , one long year course . even happy life without measure darkness , word happy  would lose meaning balanced sadness ..',5
'thinks time starts designing man  .. ! !',5.5
'well facebook friends family , wonderful christmas ! ! ! ! hope great holiday well . year help son open presents soooo exciting watching get sooooo excited gift . awesome ! ! ! ! !',7
'piss love',5
'packed go france tonight ! woohoo !',6
'finished positiveandnegative decimaltobinary converter . realized simple ..',5
'babysitting love',6
'son father wanted',1.5
'love kind torment lover endure',5
'fight believe would point living ? use voice stand something !',6
'well hope , congrats new baby boy , finally ! happy',6.5
'addled due  sweet tooth  wishes ants .   ',4.5
'hates thumbs ?',4
'rollin  like rockslide , layin  da cut like peroxide !',5
'hahaha . . . spam page . . .',5
'wow ! absolutly live house wdamn fools got one talkin phone even related idr got one room screamin bitchin reason phone got one damn nobody listen askin phone yo damn bidness god ! gon still half awake',2.5
'quotes tiffs bday .. omg ! pants gone awol ! .. feel like someone pissed ! special brownies ! made happieness ! point .. dead , point  bliss laughing maniacally ',5
'feel well   .. sick stomach , dizzy , light headed .. maybe nap help , hope .',2.5
'kinda sad keep missing episodes america story us history channel . truly greek tragedy .',4
' cardiff',5
'got work  half hours ago , half bottle vodka , thanks sean passing made drink delicious poison , looks like  , bottle vodka alone .. oh lover missed .. wink smirk',6
'heading gym .. need get sorry   back shape ! !',4.5
'busy day tomorrow probably start homework',5
nutjobbbbbbbbbbbbbbbbbbbbbb,4
'ca wait see daragon carson saturday',6
'getting ready cook supper . menu tonight .. parmesan crusted chicken fettuccine alfredo sauce .',5
'got dremel ! thanks riz kid . imma killen  jewelrey dude .',6
'one thinks valentines day bad ?',5
'sooo tired , love bed',5.5
'welcome rodeo , hold meee . baby take slow . ride key .. know gon na left , right , front back ohhhh enough .. take everywhere , around world . like . put reverse cowgirl . put hands air , wave round go yeeeeeeee hawwwwww !',5.5
'going watch unstoppable .. harry potter wait want harry potter better frown , sad , angry pouting',4
'another great ole night taco bell',6
'csa blows mind every week .',5
'hear banjo music .. means run .',5
'would like thank wished happy birthday today !',6.5
'like kitchen counter',5
'awww mann ..',4.5
'yay ! got classes need !',6.5
'would take things quiet ? quiet like snow . xd',5.5
' dollars  dollar lottery ticket plan use food .',5.5
'thank wishing happy birthday .',6
'real lyrics chorus dynamite , throw skittles air sometimes saying yo ! taste rainbow',5
'facts fit theory',5
'makin garlic bread dinner .. yummm happy  suchahippie love  ',6.5
'anyone knows someone cancer , check documentary , interesting . called beautiful truth.  ',5
'things starting look .. happy',7
'time art',5
'drugs , take medication ! ! !',5
'know .. bird word ! ! ! ! !',5
'boycott needs sleep get high fever .',4.5
'back sydney ! ! ! soooo good see fam . still plenty people miss see ! !',6.5
'ugh , dnt wan na go class tonight ! ! ! ! ! ! ! !',4
'sore everywhere tt',4
'love daniel aaaaaaaaaaalllllllllllll heart happy happy happy love xxxxx',8
'thanks everyone birthday messages . means lot , lot money would mean even . send money . accept cash , check , credit card  master card  , gold .',5.5
'wtf ? ? ? wagner ? ? ? go home ! ! ! !',4
'wish still portugal animal defo goin next year',5
'sweet asphyxiation dismemberment . sex puts mood make die . obsessive hands gently grab neck . look sick eyes .. hate people',2.5
'great birthdaygreat friendsi lucky girl  zoo today !',7.5
'.. cheeky , playful',5.5
'happy birthday lolo nonito ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',6.5
'lady order food  rude fuck wat bitch',2.5
'grr .. hate sick !',3.5
'shout melpo ! ! love xtlook , fully rock p cyaaz english ! !',7.5
'crna happy',6
'sad day patriots land today . guess get talking much smack .',4
'early relaxing sipping long neck corona ?  hick   ',6
'tried farm pals need download adobe flash player work computor  ',4
' blink miss flying along time machine anyone ..',5
' days back us baby !',6.5
'worst way miss someone right beside yet know never them.  ',2.5
'getting bored facebook .. xx',4
'thank whoever sent roses malaysia .. name saying general thank everyone .. pics soon .. xox',6
'fixin  go crazy blaaaaaaaaaa bamaboyz  life',5
'feeling well ..   ',4
'r.i.p .',4.5
'dirty yo think !',5
blank,5
'friday sons last set chemo ! thank god ! !',7
'unlimited rage .',3.5
'know coming fromthis barrage fantastical thoughtsbut , go ! agh !  whispers  seven days ..',5
'really nice day happy',7.5
'thanks everyone',5.5
'thirty seconds dead , blow place home time corn flakes .',4.5
'transfers week ..',5
'like artest .',5
'need check pulse , killed ! ! !',4.5
'wolves , howl lost soul ..',3.5
'mind ? september cancer month . memory every cancer patient , family member friend lost battle cancer honor continue conquer ! put  hour love someone cancer . many wo copy paste , ?',5.5
'recuperating lasik .. day filled naps , eye drops , naps ! laughing',6.5
'love capacity take care',5.5
'put better pics fb take pics album .. thoughts ?',5
'call call .. weedman ! ! ! ! !',5
'aglow possibilities ahead . , make happen .. hmmm ..',6
'life beautiful',8
'imvu  many things ,  ',5.5
'well , finally back mission , .. well , .. like returned missionaries , wondering happened friends aquantances . absolutely everyone facebook  fact , think taking world  , figured could join find everyone .',5
'extremely excited , fly dec.  noon .',5.5
'finding job . gettin back feet',5.5
'.. went driving today .. almost died ! ps . jess shaving legs speak happy',5.5
' feb  , today bit sick.ask go general office , sickbay rest.after  hour , return lesson .',5
'adults forget talk another ? talk others lawyers ? ? ! !',3.5
'tired homework .. spring break feels real santa clause .  person ',3.5
'got braces put',5
'thankful ! ! thanks everyone came wedding',6.5
'started blogging , let try keep !',5.5
'fuck fire alarm . . . !',4
'sleeps better cold nights .. algernon wake much .. ?',5
'wo semester end ? ?',4
'octopus prediction spain win cup  ',5
'whatta day ! ! lost blue slip tickler . huhu .. salary endangered well board exam . .. slowly losing mind .. week starting .',3
'olivia never laughed hard reading peter piper . fourth fifth attempt get whole thing said , peter piper picked peck pickled peckers ..  idea funny ',5.5
'woke deep sleep . time eat cereal yo',5
'thank everyone birthday wishes ! great day !',7
'woods !',5
'blah . think andromeda strain .',4
'live hundred years , want live hundred minus one day never live without . love ! happy',7
'god man , lie . human , change mind . ever spoken failed act ? ever promised carried ?',5
'soo bored frown , sad , angry pouting',3.5
'well , family friends , hope summer brings best , even road gets little bumpy , hold , time heal ..',6.5
'rabbit ! tomorrow',5.5
'p.p.s feint hearted',4.5
'school start !',5
'make way .. resist like . ca tell feel .',4
'oh sweet victory . beautiful win tonight ers .',7
'waiting one week go back murray .',5
'lot people find trapped something outgrown unhappy .. know get think supposed make happen ..',4
'next one ..',5
'killing inside',2.5
'really wants see movie year one  okay ',5
'subject lot policy routing way home due flooding caused heavy rain . policy routing implemented cars blinking blue lights standing  degrees direction road .',5
'holy wind hell batman ! damn rain ? dirt blowing eyes .',4.5
'brithday tomarro ca even talk',3.5
'yay , heading sedona tonight wink smirk',6.5
'pessimist sees difficulty every opportunity , optimist sees oportunity every difficulty',6.5
'bonfire  roasting smores .. gon na play chubby bunny',5.5
'relationships like glass . sometimes better lev broken try hurt putting back together',4
'loving lord . great time church . spirit really moving . praising lord best thing ever .',6.5
'hockey fan last night sharks game hook ! sick seats fan !',6.5
'jus chillin came second da  third da  purple vs silver track meet today gettin close  pro status',6
'found tax return rejected one reason another ..',4
'two words . one sickest players around .. period .. ok two words .. judge ..',5
'hear ye hear ye .. mistress stephanie chain drive tomorrow night  beauty bar friday . come .',5
'nobel prize given maths maths.you know ? ? ? ? ? ? ? ? ? ? ? ? ? reply answer . hurry ! !',5
'today paintball day time pics pain',5
'hopeful home investment plan . happy',6.5
'wake police cell together . using  words , would say ? note  comment , must copy paste status , may comment well .. good sport play along ..  words harder think',5
'limpezas day ..',5
'loving living florence hear like  every else nice cool go shorts fine happy happy love miss everyone',7.5
'excited see bec kiddos . much today though .',6
'fairmont snowboard trip , fernie tomorrow . woo hop ! !',6.5
'well .. birthday vacation starts tomorrow .',6
'something colombians share force inside , felling alive everything hearts ! ! make us find solution everything , put smile problems beat ,',6.5
'registered vote today . tking wife tomorrow .. oct  deadline . whatever beleive , please . democracy get leaders deserve',5
'omg stupid weather ..',4
'needs partner crime ! ! !',5
'fuk bitch stack chips get money ! !',4.5
'jesus .. everyones geting old including ! noooo want old fart laughing',4
'two epic gigs  week ! wooop !',6.5
'completely done painting , decorating unpacking weekend ! time house warming party .. drinks flowin ! ! ! .. lol',6
'stand !',3.5
'easily offended , fuck ! ! !',3.5
'worlds   think right sorry anyone might offended',3
'look , really uncomfortable drug use , stop pretending neutral . indecision comes damp prejudice disingenuity .',3
'mood work .. slight fever .. right arm really hurts .. badly misses someone .. printer order ! bad day ! !',2.5
'usual going work right ..',5
'calling models ! ! ! ! ! ! ! model call wednesday , april   . registration begins   pm sharp ! ! ! !   , includes televised interviews , photoshoots , free admission pre freaknic party beginning   pm later night .',5
'nights like really make miss old days bluff',4
'time waste ! ! !',5
'mommy comming back oregon .. yay ! !',7
'first period molesting bear lmao cute though happy',6
'visited vanderbilt weekend . interesting gave lot think .',5.5
'thank everyone said happy birthday',6
'think , become ! ! ! ! !',5
'play last , night soooo long really good ! ! ! happy',6.5
'wishin happy valentinez day guys galz .. ! ! ! !',6
'trying clean account .',5
'look yor future',5
'best weekend',5.5
'whaaat dayy  ',7
'global warming meltdown  beat new pagan religion',5
'brb . happy',6
'oh shit ! got done homework like .. lol real .. lol',6
'yea , passed bed burn homework .',5
'time  know , knew several months ago . knew , turned around somehow .',5
'whatever give woman , make greater . give sperm , give baby . give house , give home . give groceries , give meal . give smile give heart . multiplies enlarges whatever given . give crap .. ready receive ton shit ! ! ! ! .. real women keep going !',5.5
?,5.5
'wants thank lucky stars beautiful friendships made years happy love thank birthday wishes love',8
'hoping decent weather weekend ..',5
'time anthropology . talk fun . lol',4
'internet jackkkkkkked . love',5.5
'still sick ..',4
'without boys  days still accomplished half wanted ! ! ! time management sux !',4
'college application faint heart ! immunization forms birds ! one place wo sign one shot place wo sign shot .. going sign form  ',4
'love guy friends much ! would die without ! r awesome amazing !  guy friends knw tht totally completely love !',7.5
'think fire stir coals throw another log . fire near burnt .',5.5
'anxious nothing',5
' thanks happy birthdays everyone happy happy',7
