@relation dataset-bow-arousal-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute arousal numeric

@data
'spent day beach  ',3
'furnace blink . . . hooray maybe get furnace maintenance christmas .',3.5
'know make scrambled egg microwave ? bachelor tip   .',2
'know ? first post see mlia harry potter . mlia .',1
'.. chase house yard',2
'answer lies within , confusion ? blinded , deaf , ignorant inner voice ?',2.5
'add xbox live !',5
'thank wished happy birthday .. definatly good one jump start year right ! hope everyone bangin  new year god bless',4
'omelette sunday success !',4.5
'really found difficult sometimes person god wants become . shame people supportive ones try best tear . changed make people feel better never . always remember dealing god , obedience better sacrifice ! ! !   ',6.5
'wind evolution blowing hard.man must adapt inevitable change adjust unnecessary desires',2.5
hi,1
'played till left , nobody left hear complaining  gone . hearing damn echoes , gone alone hearin damn echoes . disgusted trust , ill trust one . went flo , found floor .',1.5
'mother earth .. black symphony album epic .. x.x german tutorial food festival ? blech ..  dies inside ',3
' work laughing',3
'offically hate brother .. spartacus blood sand . incrediable',2
'got learners permit thursday . ha forgot post x  totally sweet . wait mom puts insurence drive around tulsa !',4.5
'life never better ! ! ! ! ! ! !',8.5
'lost damn phone ..',3
'easy  obtain , hard  maintain , , , , , smh',2.5
'jlweagfnakwelakhyjihjiyowhjjyhujyjioagkdavbnjhn hq everyone obsessed much wood woodchuck could chuck ?  color ',5
'high time added ppl want , friend list .',4
'motogp rest peace tomizawa  .. frown , sad , angry pouting',2.5
'alright long day school ! ! time run jum hurdle climb ! ! goddamn love parkour ! !',7.5
'found worst news ever whatever',2
'glad see everyone finding families.  ',1.5
'love gigantic unspoken.love blind blind',4.5
'supergirl , supergirls cry .. ? supergirl ? ?',3
'interesting glee evening !',5
'fam  friends , thank birthday shout outs ! ! ! ! luv ya ! ! ! ! !',8.5
'band played waltzing matilda ..',1.5
'want run , run know , , run ..',1.5
'help ! ! trapped conference call never end ! rounding hour  .',4.5
'new music',1
'go movie wit charolatte lol',2
'third crossroad must difficult .. hold memories let go start anew ?',1.5
'bad miss day . reason .. nothing triggered .. kids driving crazy . miss laugh ',2
'good bye grandma .. hope reach better place .. love .. crying',2.5
'want thank wonderful friends family birthday wishes . yall best ! ! ! ! !',6.5
misses,1.5
'grr , school starts monday .. definitely looking forward .',3
'want  thank everyone  wishingme happy bday .. luv guys',2.5
'true friend care broke , house mess , past , family filled crazies .. love . true friend go long periods time without speaking never question friendship .',2.5
'willing admit may always right',1.5
'need insects bye yeat',1
'god game playing well , must get acquainted lonely .. one holy',2.5
'ohyerh laughing',5
'said wouldt easy .. one told would hard ..',2
'past two days door shop frozen closed . got unstuck . tho lots upcoming show , looking forward working freezing frikin cold ! !',5.5
'really looking forward children music compition mauldin . excited . kids working hard great job . preformance going exstreme . wait see .',2.5
'peace picture minds eye world without conflict , world without war . picture us attacking , would never e cheeky , playful ect ! ',3.5
'definitely absolutely doubting certainty',1.5
'interesting video man butter fingers .',1
'many blessings hot monday !',4.5
'nursery practice whoot .',1.5
'need get way put .. easier said done skeptical , annoyed , undecided , uneasy hesitant',2.5
'cmon arsenal ! ! never .. show wat made ..',5
'hate way smile . plastic ! stupid yet pathetic . char !',6
'dare take chances. , ',3
'ah nice back sheptown  back grind tomorrow . also seen sherlock holmes awesome ! ! ! !',7
thank,1
'day could possibly get worse ! skeptical , annoyed , undecided , uneasy hesitant',4.5
' , man , iv toltal  hours , way high way tierd , talk meh , ..',1.5
'real pirate wenches suck cck like gunna cum rum !',5
'ready delicious christmas cookies la lexi !',4.5
'cuddling lukas bed fluffly ! ! ! ..',6
'love life',4
'well final decision ..   judge got pissed told us hed enough ..',3.5
'going biltmore tomorrow ! yeah !',5.5
'back way things suppose',1.5
'well orlando come good tomorrow starts new fun filled week work',1.5
'excited see grown latest adam sandler flick dvd tomorow !',5.5
'ca find wat lookin',1.5
'want hair grow faster !',4
'bye bye wisdom teeth ! !',5
'hey yall . going tennis camp tommorow .',2
'less month go .. yahoo ! ! !',6.5
'definatly go see inception ya havent',1.5
'sitting next , watching smile , talk , laugh , kiss , hug makes feels stronger warmth . half life belongs . finally , meet .. long missing view .. ready take next level .. may take lots consequences sake love trying , try . drug , personal brand heroin .',2.5
'adpoted solider james asked program mom told move room ! lets say james like idea ..',3
'netflix movies arrived today  fool gold   definitely ',1
' watching csi miami  fav show ',4.5
hate,2
'thanks wonderful birthday wishes ! great day precious gift ever ! !',6.5
'going get husband going get husband ! ! ! ! love fridays sure hate sunday nights frown , sad , angry pouting',7.5
'good morning fb great day !',6.5
'seem escape neonatal vehicle',1.5
'thank birthday wishes ! happy',5
crying,2.5
'insomnia .. tired sleep .. head aches .. feel beat ..',1.5
'beautiful night outside . clear sky big , bright full moon amazing warm windy . ca remember last time february !',3.5
'watchin catch predator .. sick people world',2
'last , sun beginning set later .  yesterday   today .',1.5
'love life',1
'made observation  senior person , smartly dressed day , interestingly , casually dressed evening .',1.5
'fake       perfect     perky  wink smirk  wink smirk cold       even grandma .. big     small  .   .  save ! repost breast cancer awareness !',4
'need thnk frown , sad , angry pouting',2.5
'tell whenever someone enters server , even minecraft looking software . lag spike slows music .',1.5
'holiday world going beast',2
'aloud touch cats kittens yet crying',3
'wooo passed road test !',6
'got back livesablaze',1
'thanks birthday wishes',1.5
'today national coming day . coming lesbian , gay , bisexual transgender equality  five states plus dc recognize love , gender , matters marriage . donate status join clicking ',2
'great birthday friends lots fun wish never would ended .',1.5
'backpack got stolen , pe teacha hates . yeaa  isnt going good ',2
'got spirt , yes , got spirt bout .. think vomit next time hear .',2.5
'cut candys hair lol .. like  cm ! ! ! !',7
'last night sweetheart kaitlyn fun lol . best girl world , ',2.5
'gun owner believe right keep bear arms . one facebooker challenged gun owners put wall . supreme court united states affirmed right keep bear arms fundamental right individual . believe amendment afraid show , repost .    aim well , live free',2.5
'yummy brisket birthday alll right',2.5
'looking job right .',1
'quite exhausted many things wishes could see hug  soon hopefully  get away country well couple drinks ! ! !',6
'get nothin done said today .. still got jr ! ! ! ! ! ..  bullshit ! ! ! ! !  least different marrow ! ! ! !  hope ! ! ! ! ! ',8
'back ! moment soon',4.5
'senior night ! ! ! ! ',7
'catch ! want trade bullbasaur weezing ? .. well answer foo .',4
'yey got miss swim practice afternoon doctors appointment ! ! ! happy',5
'really enjoyed district  plaza cinema cafe',2
'ok , shout receny friend mine left everything new help sick sister family , .. sister died yesterday . warriors want take swords twould good battle . want fathers pressence felt know times difficult choices three children spouse',2.5
'jan.  years married ! ! ! hubby gets perfect  giving flowers , imported chocolate , stuffed animal .  ',5.5
'made color guard gmc ! super excited ! lol',6
'takes courage honesty see really , way become kind people want .',2
'want girlfriend right cuddle',1
'keeping pretty good , man got lot happy birthdays thank .. nice noticed guys',2.5
'love night time comes . love .',1.5
'wants go chow yang pasar mlm tonite fetch one leh ? ?',3.5
' , itss since painted nails black ',2.5
'wtf ! ? dog side let  howls sounded like air raid siren .. bit lower frequency .. freaking eerie sounding ..',5.5
'.. boom goes dynamite .',2
'noob ! take shit ! ! frown , sad , angry pouting',5.5
'going build igloo snowman happy hahaha yes still children heart !',4.5
'great weekend hope everyone else well happy',2.5
'happy , got new friends , lifes getting smoother .',1.5
'english coursework frown , sad , angry pouting',2
'ready walk work , always much happier people cars .. aggressive happy',3
'despise somebody makes something make look bad ?',1.5
'finally beat chris monopoly .. took  years ! however lost mel ! ! ! argh ! ! !',7.5
yes,1
'split toenail open flip turn hurts ! frown , sad , angry pouting',5
'rain rain go away',4.5
'working sunday nite ? ? ? frown , sad , angry pouting',4
'trust takes year build seconds destroy',1.5
'thank wonderful bday wishes . absolutely wonderful day great dinner alone hubby really enjoyed days week . could go back work day week real quick ! wishing wonderful friends family happy safe christmas . congrats new little love shares birthday ,  . ca wait meet ! ! xoxo',5
'snow cold weather great .. want go skool summer',3
'guess wt ? changed perofile picture ! .. . whoo ! big shocker dd c dat  comin  . bt mabe picture better kristen photos .. atleast think .',4.5
'right wish someone dream little dream .',1.5
'thanks love guys . awesome birthday .  years wise ! love yall ! ! ! !',6.5
'love never dies natural death . dies know replenish source . dies blindness errors betrayals . dies illness wounds , dies weariness',2
'run fork car , coz ninja ! ! lol',5
'nmcmll hard stoof ..',2.5
'man knew drawing could fun .. tireing time life good though',2.5
'.. feel emo inside stirring .. must .. resist .. emo urges ..',3.5
'embark journey revenge , dig two graves .',1.5
'according urbandictionary.com   . person uses services prostitute . extremely confusing guy . shows feelings sometimes , might randomly stop talking time . flirtatious . manwhore . lead . hilarious . full charisma . love . boys jealous . girls jealous girl flirting',1
'capricorn journey selfimprovement ends almost starts find kind waffle stuffed cheese booze .',1.5
'best thing ..',2
'excited see friends family florence  rest time raleighmiddleof nowwhereville fun !',5
'wants .. .',2
'stupid washin machine ! ! ! !',7
'guy got ta get girl town wan na alone sun goes sweet little something put arms around guy got ta get girl town',3
'pretty awesome whole driveway skating rink  ',3
'went hospital hours , stopped contractions . still know good bad , lol .   weeks , still little early .. guess wait happy besides , want share birthday anyone ! !',5
'ik dumb got ta love .. got ta love right ? xd',4
'love mom . want go hurts see live pain .',2.5
'cousin house',1
'chouiefat people thinks mr. teaches better football school wrong yesterday  boys ',1.5
'sad .. sad ..',1.5
'sure bad parenting  overcare  think aidan dickie adorable ! love round bellies toddlers ! ! ! lol !   ',6.5
'went beautiful wedding today happy friends getting married .',3
'much mah happy ending ! ! !',7
' years old still understand lot things , cool .',2
'ready wach game ! go bears !',5.5
'loved aisha ! ! ! soooo like delhi ..',6
'blew christmas prezzie  ',3.5
'happy birthday wishes tomorrow goes , bro . heve fab day guys .',2
'good time nite . good see skateworlders min since saw ! !',5.5
'got back dew tour ! got chill ryan sheckler bunch pro skaters',4.5
'says remember good old days back  hundreds ? neighborhood rowdies used romp around yard kicking old piece rope . times may changed old man tran',2
'thanks birthday love ! ! ! ! !',7.5
'enjoying last day leave frown , sad , angry pouting .. working new song get back morrow sort project awards , photo competition bridge building writing new article ce magazine ..',3
'st.maarten phone service island ! ! ! ! ! ! fun happy',7
'like moms bed',1
'thanks birthday wishes .. xxxxx',2.5
' day nascar fans remember r.i.p . miss .',1
'need massage ..',2
'went juniper last night good time jeep . got rained soaked got home',1.5
'going long day tomorrow ..',2
'wedsite asks mind . nothing mind , . silly website',1
'yr ever end . lord knows . hopefully something happed good us . lets keep smiles uplifting spirits maybe turn best',1.5
'feels happy ! would care died right happy',5
'happy , got truck earlier afternoon , taking driving test morning . finally  june . happy',3.5
'get road back ocala , thank god giving strength ..  days week traveling back forth crazzzzzy ! alll fb friends want see yall church tommorow especially trina , need .',4
'end go away ! ! worth tears',6
'great day training today looking forward next busy night friday ! ! ! ok nothing really cool planned still .',5.5
'say feel mind matter matter mind .  dr. seuss',1
'go karting blast ! ! ! ! ! rocking sunday .. happy   ',8
'might pretty sexy , perfect body beautiful .. might anyones choice either .. .. ! pretend somebody else .. copy post profile live life proud',4
'weak never forgive . forgiveness attribute strong ..   ',2
'takes  secs food pass mouth stomach . human hair hold  kg . length penis  times length thumb . femur hard concrete . woman heart beats faster man . women blink twice much men . use  muscles keep balance stand . woman read entire text . man still looking thumb . repost made smile !',3.5
'cus thought win , knew lose , honey , flyer altitude cruise ,',1
'important life crush enemies , see driven hearing lamentations women .',1.5
'crisis ! run marmite ! ! ! ! frown , sad , angry pouting',6.5
'alcohol one drink',1
'world mouhamed ali mido ? ? ? ? ? ? kinda creepy',5
'best part kites  trailer  hate luv storys  .. want money back frown , sad , angry pouting',3
'good game guys ! finally one goal put us semis happy',4.5
'must mad ta get .  morning day go fishing , , , ,',3
'damn hot ! ! !',6.5
'oh goodness ! ! ! ! love boyfriend ! ! ! nice , wonderful , thoughtful ! ! ! sad , always cheers right ! ! ! ! felt happy soooo long ! ! ! ! !',9
'theres whip theres way',1.5
'want grow old . want stay way right forever',1.5
'thanks everyone bday wishes . coffee !',6
'hard understand one hurt one trusted .. huhuhuhu .. sori ! ! ! ! ! ! !',7
'bad trip ..',2
'lmao , birthday roffl',4
'siss bday coming ! ! get ? .. oh ik ! bout apair jordans ? ! wait thats want ..',5
'bored ! nuthinz mind',6
'wow , , jackass . seriously ? doubt evolution mock proven facts missing links leading humanity . sir asshole . last time checked , actually seen god  kickin around neighborhood lately . guess fiction , sorry bible , important nonfiction days ..',5
'google wo search chuck norris knows find chuck norris , finds .',1.5
love,1
'thinks might slightly addicted farmville . wonder  step program .',1.5
'friends angels lift us feet wings trouble remembering fly .. ! ! love love',5
'friends restaurant city .. please please gift friend donny chan please ..',2.5
'careful fall , may help bills .',1.5
'thanks birthday wishesmay blessing also p',3.5
' years old ..',2
'drinking australian try helps sleepless',1
'porto gon na get gunned arsenal night',2.5
'see ny giants tonight ! sure preseason defense going nasty year . good luck everyone else',4.5
'hate going basketball games . gay .',2.5
'wow today crazy maybe beer music sooth jangled nerves happy',2.5
sleepy,1
'ike thank everybody came wedding shattered greatday yesterday family friends .',2.5
'thanks birthday wishes .. love guys ! ! !',6.5
'bejeweled blitz ! ! happy',5.5
'comes weekend .. plans frown , sad , angry pouting',3.5
'roof ! roof ! roof walmart fire ! .. hahahaha',5.5
'merry christmas peeps',4.5
'think allergic house .. major asthma issues',2
'loving life ! ready fresh start warm weather georgia lackland  hopefully  go push flights one closest friends ! life could get better , car would made chocolate !',5
'say feel mind matter matter mind !',5
'baking cookies ! !   love',6
'ugly uniforms ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! look bad play .',8.5
'guy says hott lookin bodyy.when guy says pretty lookin face.when guy says beautiful lookin heart .',1.5
'knew mind , begging safety room jacket makes hug ! ! !',6.5
raining,1
'swim meet today , make back finals sucked going movie movies thats good guess . happy',2.5
'midnight motion lyrics page complete',1
'playing mac book .',1
'lover fighter .. fighter get ideas',2.5
'eyelids .. fight .. gravity',2
'nice day maybe something .. nah',1.5
'oh god , think going die computer . frown , sad , angry pouting',2.5
'consumed anger .',1
'good sleep eyes closed',1
'check new profile .. give buzz .. happy',3
'today maha shivratri trust pray blessings shower like rain .. om namashivaya',4.5
'well better go . bye',2
'dang cornsuckers .. dang ! ! !',7
'.. look like .. lol ..',2.5
'father told , always dying',1.5
'liver , bacon , onions mash gravy mmmm',2
'palm coast , florida happy',2.5
'.. moonwalkn water , wit bricks tied around kicks .',2.5
'yet done ape .. lunch dadi jay pepper lunch , edsa shangrila',1
'finally finished project ! ! ! . . . still got tutor homework   ',6
'goodnight .',1
' insert witty , funny , andor bitching job status message ',1
'merry christmas !',4.5
'rather sad , , , leaving soon ! frown , sad , angry pouting',4.5
'? ?',2
hungover,1
'fight tomorow yall needa go good fight',2.5
'week went slow skeptical , annoyed , undecided , uneasy hesitant finnaly friday tomorrow whoop whoop come knotts ! laughing',6.5
'thinks avatar rox',1.5
'sweet boy vet today blood drawn check medication levels . seizure late sunday night see medication needs increased . poor guy , least excited go vet ! ! ! happy',5.5
'life handed fare share lemons . decided make grape juice , stand back watch everyone wonder hell .. happy c',2.5
'excited .. getting hibachi later ! ! !',7
'thinks weird facebook deleted half wall ..',2.5
'well scouts went okay maybe   boys showed . weather awful . dodged less  downed trees way home . proud mark picked knot tying really quick . adults scratching heads mark picked snap . tonight square knot bolan  spelling ?  knot . awesome !',6
'feels like woke different apartment ..',2
'drowning work  ',1.5
'ready get done today movement sides recognize better us act talk . better us choose action inaction  future past . courage faith , believe meet responsibilities people , planet.the president',2.5
'.. , friends make person lived .. love make something special .. important .. one causes pain .. sometimes .. cause .. tt',2
'lost lbs need lose ',3.5
'ohhh , bored .. someone see hang ..',2.5
'say world end fire , say ice . tasted desire hold favor fire . perish twice , think know enough hate know destruction ice also great would suffice .',1.5
'whats going today ?  already bored . hit',1.5
'thanks bday wishes',1.5
'dread free',1
'wow ! first day scol',4
'criticize someone , walk mile shoes . way , criticize , mile away shoes .',1.5
'nite nite sweet fb nite owls !',4.5
'wish merry cristhmas happy new year',1.5
'got elkins high school late , set middle school already , played good concert , waited around half hour , played another one , went walmart , got free food , went back , packed , went home , looonnnggggg day ! ! ! ! ! laughing',7
'needs pair nice heelsboots .. hmm',2
'merry christmas good night !',5
'wanting go whitewater rafting summer colorado ! wants join fun ?',4.5
'missing girls ! ! ! !',6.5
'giving nostalgia',1.5
'quite heavy bit mind days . due time , come together . meantime , yes folks .. miss king living like dying . mother recently told whatever makes happy , today tomorrow may come .',2.5
'ca wait kick ass kickboxing tonight !',5.5
'getting ready go real world cut trees .. someone please ask someone charge pay heat bill ? little chilly ! ! ! !',6
'goal number  , graduate school get job  check done . goal number  , become fluent spanish star spanish soap opera  progress',1.5
'watching lost boys mopey ..',2
'listening judas priest , drinking jameson whiskey , updating facebook .',1
'fun spending time sister beautiful neice last night ! bet jessie going withdrawals though , since found phone van getting back home dropping alyssa  house ..',4
'jst want bed',4
'thank birthday wishes ! ! !',6
'please hold , status messages important .',1.5
'funny feels like one thats fighting fix things ive given everything done everything asked questions arguements still reminded everything still making difference',2.5
'happy matthew kings leon wave hi friday nite concert .. yeey love much .. hehe happy',4
'excited weather week . ready winter !',5
'hehehehahaha lol . got new carrr ! ! ! excited ! !',7
'people change guess .. things could .. others .. happy mean ca little hurt left behind .. forgotten frown , sad , angry pouting',2.5
wow,1.5
'live today',1
'blast suns game ! thank !',5
'idea fun .. killing everyone !   ',5
'got aftercare call tattoo artist . awww , even asked car , kind ! tattoo fine , car still sick dr .  deep breath  favor lord ? favor',3
'boooooooooooooooooooooooored , faaaaaack',3
'gudnyt guys .. gudmurning na rin ..',1.5
'kicking boogie call duty ! yikes !',5.5
'thank birthday wishes ! love love',5.5
'scored  mega jump ! ! ! beat !',6.5
'hate living society torturing one animal cruelty , torturing many animals science .',2.5
'heard blues bay house .. ton laundry . dump run .. went moms stacked wood . helping fold baskets cloth .',1
'thanks everyone birthday greetings',1.5
'stomach making rumblies hand would satisfy',1
'better best .. lucky linger life .. cooler flip side pillow thats right ..',2
'trevwo go bed',1
'one week till move jersey ! bitter sweet',5
'add later .',1
'fast time passe cheeky , playful       ',1.5
'oh tirrred .. behave ? behave ..',1.5
'thanks birthday wishesssssss',3.5
'totally psyched ! registered wedding planners institute canadas june  ,  course !',5.5
'huhuuh frown , sad , angry pouting skool holidays ending soon ! soon !',5
'makaboring ! ! ! ! work naman',6.5
ya,1.5
'wants thank buddies birthday wishes . thank .',2
', anthropologist',1
'fell asleep way early dude !',4
'tombstone head graveyard mind ,  mind dying',1.5
'want positive news fb everybody cheer',2
'many nights days , one long year course . even happy life without measure darkness , word happy  would lose meaning balanced sadness ..',1
'thinks time starts designing man  .. ! !',4.5
'well facebook friends family , wonderful christmas ! ! ! ! hope great holiday well . year help son open presents soooo exciting watching get sooooo excited gift . awesome ! ! ! ! !',8.5
'piss love',4.5
'packed go france tonight ! woohoo !',5.5
'finished positiveandnegative decimaltobinary converter . realized simple ..',1.5
'babysitting love',1
'son father wanted',1
'love kind torment lover endure',1.5
'fight believe would point living ? use voice stand something !',5
'well hope , congrats new baby boy , finally ! happy',5.5
'addled due  sweet tooth  wishes ants .   ',2.5
'hates thumbs ?',1.5
'rollin  like rockslide , layin  da cut like peroxide !',4.5
'hahaha . . . spam page . . .',2.5
'wow ! absolutly live house wdamn fools got one talkin phone even related idr got one room screamin bitchin reason phone got one damn nobody listen askin phone yo damn bidness god ! gon still half awake',5
'quotes tiffs bday .. omg ! pants gone awol ! .. feel like someone pissed ! special brownies ! made happieness ! point .. dead , point  bliss laughing maniacally ',5.5
'feel well   .. sick stomach , dizzy , light headed .. maybe nap help , hope .',2.5
'kinda sad keep missing episodes america story us history channel . truly greek tragedy .',1.5
' cardiff',1
'got work  half hours ago , half bottle vodka , thanks sean passing made drink delicious poison , looks like  , bottle vodka alone .. oh lover missed .. wink smirk',2.5
'heading gym .. need get sorry   back shape ! !',6
'busy day tomorrow probably start homework',1
nutjobbbbbbbbbbbbbbbbbbbbbb,4
'ca wait see daragon carson saturday',1.5
'getting ready cook supper . menu tonight .. parmesan crusted chicken fettuccine alfredo sauce .',1.5
'got dremel ! thanks riz kid . imma killen  jewelrey dude .',5.5
'one thinks valentines day bad ?',2
'sooo tired , love bed',1.5
'welcome rodeo , hold meee . baby take slow . ride key .. know gon na left , right , front back ohhhh enough .. take everywhere , around world . like . put reverse cowgirl . put hands air , wave round go yeeeeeeee hawwwwww !',5
'going watch unstoppable .. harry potter wait want harry potter better frown , sad , angry pouting',2
'another great ole night taco bell',1
'csa blows mind every week .',1
'hear banjo music .. means run .',2.5
'would like thank wished happy birthday today !',5
'like kitchen counter',1
'awww mann ..',2
'yay ! got classes need !',5
'would take things quiet ? quiet like snow . xd',2.5
' dollars  dollar lottery ticket plan use food .',1
'thank wishing happy birthday .',1.5
'real lyrics chorus dynamite , throw skittles air sometimes saying yo ! taste rainbow',2.5
'facts fit theory',1
'makin garlic bread dinner .. yummm happy  suchahippie love  ',3
'anyone knows someone cancer , check documentary , interesting . called beautiful truth.  ',1
'things starting look .. happy',3
'time art',3.5
'drugs , take medication ! ! !',6.5
'know .. bird word ! ! ! ! !',7.5
'boycott needs sleep get high fever .',1.5
'back sydney ! ! ! soooo good see fam . still plenty people miss see ! !',6.5
'ugh , dnt wan na go class tonight ! ! ! ! ! ! ! !',8.5
'sore everywhere tt',2
'love daniel aaaaaaaaaaalllllllllllll heart happy happy happy love xxxxx',5
'thanks everyone birthday messages . means lot , lot money would mean even . send money . accept cash , check , credit card  master card  , gold .',2
'wtf ? ? ? wagner ? ? ? go home ! ! ! !',7
'wish still portugal animal defo goin next year',1.5
'sweet asphyxiation dismemberment . sex puts mood make die . obsessive hands gently grab neck . look sick eyes .. hate people',2.5
'great birthdaygreat friendsi lucky girl  zoo today !',5
'.. cheeky , playful',3
'happy birthday lolo nonito ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',8
'lady order food  rude fuck wat bitch',2.5
'grr .. hate sick !',5.5
'shout melpo ! ! love xtlook , fully rock p cyaaz english ! !',6.5
'crna happy',2
'sad day patriots land today . guess get talking much smack .',1.5
'early relaxing sipping long neck corona ?  hick   ',3
'tried farm pals need download adobe flash player work computor  ',2.5
' blink miss flying along time machine anyone ..',2
' days back us baby !',5
'worst way miss someone right beside yet know never them.  ',1.5
'getting bored facebook .. xx',2.5
'thank whoever sent roses malaysia .. name saying general thank everyone .. pics soon .. xox',2.5
'fixin  go crazy blaaaaaaaaaa bamaboyz  life',2.5
'feeling well ..   ',2
'r.i.p .',1
'dirty yo think !',5
blank,1
'friday sons last set chemo ! thank god ! !',6
'unlimited rage .',1
'know coming fromthis barrage fantastical thoughtsbut , go ! agh !  whispers  seven days ..',5
'really nice day happy',2
'thanks everyone',1
'thirty seconds dead , blow place home time corn flakes .',1
'transfers week ..',2
'like artest .',1
'need check pulse , killed ! ! !',6.5
'wolves , howl lost soul ..',2
'mind ? september cancer month . memory every cancer patient , family member friend lost battle cancer honor continue conquer ! put  hour love someone cancer . many wo copy paste , ?',4
'recuperating lasik .. day filled naps , eye drops , naps ! laughing',4.5
'love capacity take care',1
'put better pics fb take pics album .. thoughts ?',2.5
'call call .. weedman ! ! ! ! !',6.5
'aglow possibilities ahead . , make happen .. hmmm ..',2
'life beautiful',1
'imvu  many things ,  ',2
'well , finally back mission , .. well , .. like returned missionaries , wondering happened friends aquantances . absolutely everyone facebook  fact , think taking world  , figured could join find everyone .',3
'extremely excited , fly dec.  noon .',1
'finding job . gettin back feet',1.5
'.. went driving today .. almost died ! ps . jess shaving legs speak happy',4.5
' feb  , today bit sick.ask go general office , sickbay rest.after  hour , return lesson .',1.5
'adults forget talk another ? talk others lawyers ? ? ! !',5.5
'tired homework .. spring break feels real santa clause .  person ',2.5
'got braces put',1
'thankful ! ! thanks everyone came wedding',5
'started blogging , let try keep !',5
'fuck fire alarm . . . !',5
'sleeps better cold nights .. algernon wake much .. ?',2
'wo semester end ? ?',3
'octopus prediction spain win cup  ',1
'whatta day ! ! lost blue slip tickler . huhu .. salary endangered well board exam . .. slowly losing mind .. week starting .',4.5
'olivia never laughed hard reading peter piper . fourth fifth attempt get whole thing said , peter piper picked peck pickled peckers ..  idea funny ',3
'woke deep sleep . time eat cereal yo',1.5
'thank everyone birthday wishes ! great day !',5
'woods !',4.5
'blah . think andromeda strain .',1.5
'live hundred years , want live hundred minus one day never live without . love ! happy',5
'god man , lie . human , change mind . ever spoken failed act ? ever promised carried ?',1.5
'soo bored frown , sad , angry pouting',2.5
'well , family friends , hope summer brings best , even road gets little bumpy , hold , time heal ..',2.5
'rabbit ! tomorrow',5
'p.p.s feint hearted',1
'school start !',5
'make way .. resist like . ca tell feel .',4.5
'oh sweet victory . beautiful win tonight ers .',2
'waiting one week go back murray .',1
'lot people find trapped something outgrown unhappy .. know get think supposed make happen ..',2.5
'next one ..',2
'killing inside',1
'really wants see movie year one  okay ',1
'subject lot policy routing way home due flooding caused heavy rain . policy routing implemented cars blinking blue lights standing  degrees direction road .',1
'holy wind hell batman ! damn rain ? dirt blowing eyes .',5.5
'brithday tomarro ca even talk',2
'yay , heading sedona tonight wink smirk',3.5
'pessimist sees difficulty every opportunity , optimist sees oportunity every difficulty',1.5
'bonfire  roasting smores .. gon na play chubby bunny',2
'relationships like glass . sometimes better lev broken try hurt putting back together',1
'loving lord . great time church . spirit really moving . praising lord best thing ever .',2
'hockey fan last night sharks game hook ! sick seats fan !',5
'jus chillin came second da  third da  purple vs silver track meet today gettin close  pro status',2
'found tax return rejected one reason another ..',2.5
'two words . one sickest players around .. period .. ok two words .. judge ..',2.5
'hear ye hear ye .. mistress stephanie chain drive tomorrow night  beauty bar friday . come .',3
'nobel prize given maths maths.you know ? ? ? ? ? ? ? ? ? ? ? ? ? reply answer . hurry ! !',7.5
'today paintball day time pics pain',1
'hopeful home investment plan . happy',2
'wake police cell together . using  words , would say ? note  comment , must copy paste status , may comment well .. good sport play along ..  words harder think',2.5
'limpezas day ..',1.5
'loving living florence hear like  every else nice cool go shorts fine happy happy love miss everyone',2.5
'excited see bec kiddos . much today though .',2
'fairmont snowboard trip , fernie tomorrow . woo hop ! !',6
'well .. birthday vacation starts tomorrow .',2
'something colombians share force inside , felling alive everything hearts ! ! make us find solution everything , put smile problems beat ,',4.5
'registered vote today . tking wife tomorrow .. oct  deadline . whatever beleive , please . democracy get leaders deserve',2
'omg stupid weather ..',2.5
'needs partner crime ! ! !',6
'fuk bitch stack chips get money ! !',6
'jesus .. everyones geting old including ! noooo want old fart laughing',5
'two epic gigs  week ! wooop !',5.5
'completely done painting , decorating unpacking weekend ! time house warming party .. drinks flowin ! ! ! .. lol',6.5
'stand !',5
'easily offended , fuck ! ! !',7.5
'worlds   think right sorry anyone might offended',4
'look , really uncomfortable drug use , stop pretending neutral . indecision comes damp prejudice disingenuity .',3.5
'mood work .. slight fever .. right arm really hurts .. badly misses someone .. printer order ! bad day ! !',5.5
'usual going work right ..',2
'calling models ! ! ! ! ! ! ! model call wednesday , april   . registration begins   pm sharp ! ! ! !   , includes televised interviews , photoshoots , free admission pre freaknic party beginning   pm later night .',6.5
'nights like really make miss old days bluff',1
'time waste ! ! !',6
'mommy comming back oregon .. yay ! !',6.5
'first period molesting bear lmao cute though happy',2.5
'visited vanderbilt weekend . interesting gave lot think .',1
'thank everyone said happy birthday',2
'think , become ! ! ! ! !',7
'play last , night soooo long really good ! ! ! happy',6.5
'wishin happy valentinez day guys galz .. ! ! ! !',6.5
'trying clean account .',1
'look yor future',1
'best weekend',1
'whaaat dayy  ',3.5
'global warming meltdown  beat new pagan religion',1.5
'brb . happy',1.5
'oh shit ! got done homework like .. lol real .. lol',5
'yea , passed bed burn homework .',2
'time  know , knew several months ago . knew , turned around somehow .',1.5
